37|48
37.2|48.8
76.1|23.1
76.7|23.1
76.8|23.2
89.8|26.9
75.5|23.2
75.9|23.2
75.9|23.2
75.9|23.2
75.8|23.2
75.8|23.2
75.8|23.2
75.8|23.2
